token,subject,word,group,language,cons,stress,vot,cog,sd,skew,kurt
NSP_patriciaCaro_tanque_spanish_1020,patricia,tanque,Spanish,Spanish,t,stressed,9.70,944.892,1208.314,5.119,34.732
NSP_patriciaCaro_tanque_spanish_1040,patricia,tanque,Spanish,Spanish,t,stressed,9.92,1250.827,1532.447,2.616,10.310
NSP_patriciaCaro_tanque_spanish_1058,patricia,tanque,Spanish,Spanish,t,stressed,8.10,1132.432,1589.093,3.223,12.767
NSP_patriciaCaro_tanto_spanish_1112,patricia,tanto,Spanish,Spanish,t,stressed,9.54,716.139,982.264,5.163,38.323
NSP_patriciaCaro_tanto_spanish_1164,patricia,tanto,Spanish,Spanish,t,stressed,7.89,893.474,1071.895,4.994,32.759
NSP_patriciaCaro_tanto_spanish_1230,patricia,tanto,Spanish,Spanish,t,stressed,8.33,1159.279,1338.128,3.798,18.807
NSP_patriciaCaro_taza_spanish_1060,patricia,taza,Spanish,Spanish,t,stressed,9.78,1278.338,1258.988,2.649,11.315
NSP_patriciaCaro_taza_spanish_1144,patricia,taza,Spanish,Spanish,t,stressed,8.83,1033.925,1275.911,3.749,20.612
NSP_patriciaCaro_taza_spanish_1200,patricia,taza,Spanish,Spanish,t,stressed,8.41,1682.360,1650.672,2.491,8.376
NSP_rosaRipoll_daba_spanish_1068,rosaRipo,daba,Spanish,Spanish,d,stressed,-70.69,NA,NA,NA,NA
NSP_rosaRipoll_daba_spanish_1204,rosaRipo,daba,Spanish,Spanish,d,stressed,-93.34,NA,NA,NA,NA
NSP_rosaRipoll_daba_spanish_1252,rosaRipo,daba,Spanish,Spanish,d,stressed,-46.25,NA,NA,NA,NA
NSP_rosaRipoll_daga_spanish_1074,rosaRipo,daga,Spanish,Spanish,d,stressed,-80.98,NA,NA,NA,NA
NSP_rosaRipoll_daga_spanish_1212,rosaRipo,daga,Spanish,Spanish,d,stressed,-74.14,NA,NA,NA,NA
NSP_rosaRipoll_daga_spanish_1268,rosaRipo,daga,Spanish,Spanish,d,stressed,-92.15,NA,NA,NA,NA
NSP_rosaRipoll_daltonico_spanish_1024,rosaRipo,daltonico,Spanish,Spanish,d,unstressed,-74.86,NA,NA,NA,NA
NSP_rosaRipoll_daltonico_spanish_1098,rosaRipo,daltonico,Spanish,Spanish,d,unstressed,-33.51,NA,NA,NA,NA
NSP_rosaRipoll_daltonico_spanish_1106,rosaRipo,daltonico,Spanish,Spanish,d,unstressed,-52.19,NA,NA,NA,NA
NSP_rosaRipoll_dama_spanish_1164,rosaRipo,dama,Spanish,Spanish,d,stressed,-66.72,NA,NA,NA,NA
NSP_rosaRipoll_dama_spanish_1202,rosaRipo,dama,Spanish,Spanish,d,stressed,-77.55,NA,NA,NA,NA
NSP_rosaRipoll_dama_spanish_1216,rosaRipo,dama,Spanish,Spanish,d,stressed,-33.67,NA,NA,NA,NA
NSP_rosaRipoll_danar_spanish_1160,rosaRipo,danar,Spanish,Spanish,d,unstressed,-62.54,NA,NA,NA,NA
NSP_rosaRipoll_danar_spanish_1200,rosaRipo,danar,Spanish,Spanish,d,unstressed,-50.74,NA,NA,NA,NA
NSP_rosaRipoll_danar_spanish_1240,rosaRipo,danar,Spanish,Spanish,d,unstressed,-61.85,NA,NA,NA,NA
NSP_rosaRipoll_danesa_spanish_1066,rosaRipo,danesa,Spanish,Spanish,d,unstressed,-60.63,NA,NA,NA,NA
NSP_rosaRipoll_danesa_spanish_1114,rosaRipo,danesa,Spanish,Spanish,d,unstressed,-25.35,NA,NA,NA,NA
NSP_rosaRipoll_danesa_spanish_1138,rosaRipo,danesa,Spanish,Spanish,d,unstressed,-56.30,NA,NA,NA,NA
NSP_rosaRipoll_danesa_spanish_1150,rosaRipo,danesa,Spanish,Spanish,d,unstressed,-51.80,NA,NA,NA,NA
NSP_rosaRipoll_danesa_spanish_1260,rosaRipo,danesa,Spanish,Spanish,d,unstressed,-31.63,NA,NA,NA,NA
NSP_rosaRipoll_danesa_spanish_1266,rosaRipo,danesa,Spanish,Spanish,d,unstressed,-48.40,NA,NA,NA,NA
NSP_rosaRipoll_danino_spanish_1092,rosaRipo,danino,Spanish,Spanish,d,unstressed,-66.88,NA,NA,NA,NA
NSP_rosaRipoll_danino_spanish_1168,rosaRipo,danino,Spanish,Spanish,d,unstressed,-64.31,NA,NA,NA,NA
NSP_rosaRipoll_danino_spanish_1284,rosaRipo,danino,Spanish,Spanish,d,unstressed,-23.16,NA,NA,NA,NA
NSP_rosaRipoll_dano_spanish_1090,rosaRipo,dano,Spanish,Spanish,d,stressed,-46.62,NA,NA,NA,NA
NSP_rosaRipoll_dano_spanish_1180,rosaRipo,dano,Spanish,Spanish,d,stressed,-59.76,NA,NA,NA,NA
NSP_rosaRipoll_dano_spanish_1186,rosaRipo,dano,Spanish,Spanish,d,stressed,-72.36,NA,NA,NA,NA
NSP_rosaRipoll_danza_spanish_1062,rosaRipo,danza,Spanish,Spanish,d,stressed,-62.34,NA,NA,NA,NA
NSP_rosaRipoll_danza_spanish_1146,rosaRipo,danza,Spanish,Spanish,d,stressed,-44.54,NA,NA,NA,NA
NSP_rosaRipoll_danza_spanish_1196,rosaRipo,danza,Spanish,Spanish,d,stressed,-36.14,NA,NA,NA,NA
NSP_rosaRipoll_danzar_spanish_1018,rosaRipo,danzar,Spanish,Spanish,d,unstressed,-65.51,NA,NA,NA,NA
NSP_rosaRipoll_danzar_spanish_1060,rosaRipo,danzar,Spanish,Spanish,d,unstressed,-57.45,NA,NA,NA,NA
NSP_rosaRipoll_danzar_spanish_1076,rosaRipo,danzar,Spanish,Spanish,d,unstressed,-76.22,NA,NA,NA,NA
NSP_rosaRipoll_tabaco_spanish_1008,rosaRipo,tabaco,Spanish,Spanish,t,unstressed,19.42,533.097,935.599,7.698,77.099
NSP_rosaRipoll_tabaco_spanish_1192,rosaRipo,tabaco,Spanish,Spanish,t,unstressed,20.83,1284.390,1599.312,3.028,11.037
NSP_rosaRipoll_tabaco_spanish_1228,rosaRipo,tabaco,Spanish,Spanish,t,unstressed,13.13,1947.519,2019.928,2.258,6.474
NSP_rosaRipoll_taberna_spanish_1050,rosaRipo,taberna,Spanish,Spanish,t,unstressed,19.27,1303.661,2147.163,2.645,7.250
NSP_rosaRipoll_taberna_spanish_1056,rosaRipo,taberna,Spanish,Spanish,t,unstressed,17.02,1076.472,1572.623,3.135,12.298
NSP_rosaRipoll_taberna_spanish_1188,rosaRipo,taberna,Spanish,Spanish,t,unstressed,14.85,913.296,1666.077,4.190,19.735
NSP_rosaRipoll_tabla_spanish_1038,rosaRipo,tabla,Spanish,Spanish,t,stressed,23.64,1259.427,1975.882,2.978,11.081
NSP_rosaRipoll_tabla_spanish_1082,rosaRipo,tabla,Spanish,Spanish,t,stressed,23.06,1919.728,2361.322,1.728,2.890
NSP_rosaRipoll_tabla_spanish_1170,rosaRipo,tabla,Spanish,Spanish,t,stressed,19.11,1799.804,2059.389,2.409,6.414
NSP_rosaRipoll_tactil_spanish_1052,rosaRipo,tactil,Spanish,Spanish,t,stressed,23.63,990.337,1603.470,3.929,18.280
NSP_rosaRipoll_tactil_spanish_1274,rosaRipo,tactil,Spanish,Spanish,t,stressed,22.33,1335.457,2126.147,2.721,8.459
NSP_rosaRipoll_tactil_spanish_1280,rosaRipo,tactil,Spanish,Spanish,t,stressed,17.93,1283.972,1914.950,3.208,10.868
NSP_rosaRipoll_tamano_spanish_1036,rosaRipo,tamano,Spanish,Spanish,t,unstressed,16.56,1761.575,2329.159,2.268,5.644
NSP_rosaRipoll_tamano_spanish_1102,rosaRipo,tamano,Spanish,Spanish,t,unstressed,23.88,1279.287,2004.068,3.328,14.427
NSP_rosaRipoll_tamano_spanish_1108,rosaRipo,tamano,Spanish,Spanish,t,unstressed,24.29,1262.833,1963.228,3.161,12.566
NSP_rosaRipoll_tambien_spanish_1044,rosaRipo,tambien,Spanish,Spanish,t,unstressed,18.05,1359.017,1593.668,3.032,12.594
NSP_rosaRipoll_tambien_spanish_1112,rosaRipo,tambien,Spanish,Spanish,t,unstressed,14.10,1941.356,1878.746,2.100,5.859
NSP_rosaRipoll_tambien_spanish_1224,rosaRipo,tambien,Spanish,Spanish,t,unstressed,18.26,1911.847,2194.994,2.140,5.151
NSP_rosaRipoll_tampoco_spanish_1178,rosaRipo,tampoco,Spanish,Spanish,t,unstressed,17.09,1295.158,1730.595,2.746,9.490
NSP_rosaRipoll_tampoco_spanish_1214,rosaRipo,tampoco,Spanish,Spanish,t,unstressed,20.28,1148.120,1675.746,2.896,11.963
NSP_rosaRipoll_tampoco_spanish_1250,rosaRipo,tampoco,Spanish,Spanish,t,unstressed,12.84,825.047,1227.415,4.450,25.975
NSP_rosaRipoll_tanque_spanish_1012,rosaRipo,tanque,Spanish,Spanish,t,stressed,16.37,1249.975,1719.263,3.400,13.078
NSP_rosaRipoll_tanque_spanish_1094,rosaRipo,tanque,Spanish,Spanish,t,stressed,20.30,1899.910,2432.971,1.763,3.099
NSP_rosaRipoll_tanque_spanish_1198,rosaRipo,tanque,Spanish,Spanish,t,stressed,13.95,2012.425,2233.363,1.934,3.767
NSP_rosaRipoll_tanto_spanish_1072,rosaRipo,tanto,Spanish,Spanish,t,stressed,21.56,1725.766,2217.886,2.117,4.986
NSP_rosaRipoll_tanto_spanish_1118,rosaRipo,tanto,Spanish,Spanish,t,stressed,16.49,1738.918,2161.277,2.099,4.846
NSP_rosaRipoll_tanto_spanish_1272,rosaRipo,tanto,Spanish,Spanish,t,stressed,21.77,1874.544,2304.649,2.301,6.126
NSP_rosaRipoll_taza_spanish_1054,rosaRipo,taza,Spanish,Spanish,t,stressed,25.20,1003.840,1762.503,3.402,14.032
NSP_rosaRipoll_taza_spanish_1100,rosaRipo,taza,Spanish,Spanish,t,stressed,21.51,1681.404,2206.712,1.887,3.954
NSP_rosaRipoll_taza_spanish_1194,rosaRipo,taza,Spanish,Spanish,t,stressed,14.73,919.701,1480.046,3.167,13.787
NSP_saraBotello_daba_spanish_1020,saraBote,daba,Spanish,Spanish,d,stressed,-97.07,NA,NA,NA,NA
NSP_saraBotello_daba_spanish_1077,saraBote,daba,Spanish,Spanish,d,stressed,-105.57,NA,NA,NA,NA
NSP_saraBotello_daba_spanish_1213,saraBote,daba,Spanish,Spanish,d,stressed,-105.75,NA,NA,NA,NA
NSP_saraBotello_daga_spanish_1179,saraBote,daga,Spanish,Spanish,d,stressed,-126.66,NA,NA,NA,NA
NSP_saraBotello_daga_spanish_1195,saraBote,daga,Spanish,Spanish,d,stressed,-150.82,NA,NA,NA,NA
NSP_saraBotello_daltonico_spanish_1145,saraBote,daltonico,Spanish,Spanish,d,unstressed,-96.67,NA,NA,NA,NA
NSP_saraBotello_daltonico_spanish_1222,saraBote,daltonico,Spanish,Spanish,d,unstressed,-48.19,NA,NA,NA,NA
NSP_saraBotello_daltonico_spanish_1268,saraBote,daltonico,Spanish,Spanish,d,unstressed,-41.81,NA,NA,NA,NA
NSP_saraBotello_dama_spanish_1038,saraBote,dama,Spanish,Spanish,d,stressed,-104.75,NA,NA,NA,NA
NSP_saraBotello_dama_spanish_1173,saraBote,dama,Spanish,Spanish,d,stressed,-108.97,NA,NA,NA,NA
NSP_saraBotello_dama_spanish_1290,saraBote,dama,Spanish,Spanish,d,stressed,-110.42,NA,NA,NA,NA
NSP_saraBotello_danar_spanish_1103,saraBote,danar,Spanish,Spanish,d,unstressed,-75.56,NA,NA,NA,NA
NSP_saraBotello_danar_spanish_1181,saraBote,danar,Spanish,Spanish,d,unstressed,-86.27,NA,NA,NA,NA
NSP_saraBotello_danar_spanish_1230,saraBote,danar,Spanish,Spanish,d,unstressed,-69.64,NA,NA,NA,NA
NSP_saraBotello_danesa_spanish_1050,saraBote,danesa,Spanish,Spanish,d,unstressed,-51.87,NA,NA,NA,NA
NSP_saraBotello_danesa_spanish_1099,saraBote,danesa,Spanish,Spanish,d,unstressed,-88.73,NA,NA,NA,NA
NSP_saraBotello_danesa_spanish_1155,saraBote,danesa,Spanish,Spanish,d,unstressed,-76.18,NA,NA,NA,NA
NSP_saraBotello_danino_spanish_1016,saraBote,danino,Spanish,Spanish,d,unstressed,-101.85,NA,NA,NA,NA
NSP_saraBotello_danino_spanish_1129,saraBote,danino,Spanish,Spanish,d,unstressed,-75.24,NA,NA,NA,NA
NSP_saraBotello_danino_spanish_1171,saraBote,danino,Spanish,Spanish,d,unstressed,-68.67,NA,NA,NA,NA
NSP_saraBotello_dano_spanish_1032,saraBote,dano,Spanish,Spanish,d,stressed,-107.26,NA,NA,NA,NA
NSP_saraBotello_dano_spanish_1139,saraBote,dano,Spanish,Spanish,d,stressed,-85.92,NA,NA,NA,NA
NSP_saraBotello_dano_spanish_1288,saraBote,dano,Spanish,Spanish,d,stressed,-82.40,NA,NA,NA,NA
NSP_saraBotello_danza_spanish_1024,saraBote,danza,Spanish,Spanish,d,stressed,-85.60,NA,NA,NA,NA
NSP_saraBotello_danza_spanish_1052,saraBote,danza,Spanish,Spanish,d,stressed,-82.80,NA,NA,NA,NA
NSP_saraBotello_danza_spanish_1183,saraBote,danza,Spanish,Spanish,d,stressed,-78.44,NA,NA,NA,NA
NSP_saraBotello_danzar_spanish_1018,saraBote,danzar,Spanish,Spanish,d,unstressed,-85.77,NA,NA,NA,NA
NSP_saraBotello_danzar_spanish_1034,saraBote,danzar,Spanish,Spanish,d,unstressed,-91.57,NA,NA,NA,NA
NSP_saraBotello_danzar_spanish_1254,saraBote,danzar,Spanish,Spanish,d,unstressed,-70.59,NA,NA,NA,NA
NSP_saraBotello_tabaco_spanish_1028,saraBote,tabaco,Spanish,Spanish,t,unstressed,12.86,1221.819,1960.540,3.333,14.401
NSP_saraBotello_tabaco_spanish_1161,saraBote,tabaco,Spanish,Spanish,t,unstressed,12.12,1298.152,1930.547,3.533,14.838
NSP_saraBotello_tabaco_spanish_1244,saraBote,tabaco,Spanish,Spanish,t,unstressed,18.82,807.652,1469.935,4.470,23.731
NSP_saraBotello_taberna_spanish_1167,saraBote,taberna,Spanish,Spanish,t,unstressed,21.43,941.091,1700.332,3.932,19.795
NSP_saraBotello_taberna_spanish_1177,saraBote,taberna,Spanish,Spanish,t,unstressed,11.42,1285.256,1929.583,2.906,10.123
NSP_saraBotello_taberna_spanish_1294,saraBote,taberna,Spanish,Spanish,t,unstressed,17.06,768.532,1539.899,4.422,24.853
NSP_saraBotello_tabla_spanish_1113,saraBote,tabla,Spanish,Spanish,t,stressed,48.60,411.773,510.103,12.793,236.574
NSP_saraBotello_tabla_spanish_1191,saraBote,tabla,Spanish,Spanish,t,stressed,10.60,1001.733,1544.821,3.733,17.141
NSP_saraBotello_tabla_spanish_1252,saraBote,tabla,Spanish,Spanish,t,stressed,13.84,2209.912,2164.323,1.570,2.938
NSP_saraBotello_tactil_spanish_1085,saraBote,tactil,Spanish,Spanish,t,stressed,42.10,463.940,372.504,13.793,321.573
NSP_saraBotello_tactil_spanish_1107,saraBote,tactil,Spanish,Spanish,t,stressed,15.49,1325.395,1796.440,2.993,11.944
NSP_saraBotello_tactil_spanish_1127,saraBote,tactil,Spanish,Spanish,t,stressed,15.19,1345.961,2021.606,2.942,10.734
NSP_saraBotello_tamano_spanish_1083,saraBote,tamano,Spanish,Spanish,t,unstressed,11.97,1412.712,1844.433,2.765,10.216
NSP_saraBotello_tamano_spanish_1199,saraBote,tamano,Spanish,Spanish,t,unstressed,15.80,714.899,1382.735,4.682,27.442
NSP_saraBotello_tamano_spanish_1274,saraBote,tamano,Spanish,Spanish,t,unstressed,15.01,1206.574,1666.727,3.527,18.843
NSP_saraBotello_tambien_spanish_1117,saraBote,tambien,Spanish,Spanish,t,unstressed,14.26,1683.656,2126.742,2.688,8.760
NSP_saraBotello_tambien_spanish_1211,saraBote,tambien,Spanish,Spanish,t,unstressed,16.06,735.216,1310.138,4.502,28.750
NSP_saraBotello_tambien_spanish_1284,saraBote,tambien,Spanish,Spanish,t,unstressed,11.42,891.094,1756.149,5.028,31.558
NSP_saraBotello_tampoco_spanish_1141,saraBote,tampoco,Spanish,Spanish,t,unstressed,15.26,446.988,707.217,9.546,116.577
NSP_saraBotello_tampoco_spanish_1205,saraBote,tampoco,Spanish,Spanish,t,unstressed,17.84,848.594,1298.685,4.736,31.467
NSP_saraBotello_tampoco_spanish_1228,saraBote,tampoco,Spanish,Spanish,t,unstressed,19.19,1003.195,1549.538,4.321,23.755
NSP_saraBotello_tanque_spanish_1042,saraBote,tanque,Spanish,Spanish,t,stressed,26.54,439.783,366.701,16.497,414.259
NSP_saraBotello_tanque_spanish_1066,saraBote,tanque,Spanish,Spanish,t,stressed,10.94,889.409,1424.023,4.348,25.226
NSP_saraBotello_tanque_spanish_1226,saraBote,tanque,Spanish,Spanish,t,stressed,20.61,643.050,1336.079,5.391,36.034
NSP_saraBotello_tanto_spanish_1111,saraBote,tanto,Spanish,Spanish,t,stressed,18.02,1277.676,2057.202,2.798,9.202
NSP_saraBotello_tanto_spanish_1262,saraBote,tanto,Spanish,Spanish,t,stressed,16.72,522.515,966.979,6.828,61.072
NSP_saraBotello_tanto_spanish_1286,saraBote,tanto,Spanish,Spanish,t,stressed,12.08,869.741,1699.241,4.543,24.658
NSP_saraBotello_taza_spanish_1044,saraBote,taza,Spanish,Spanish,t,stressed,11.83,976.514,1660.908,3.926,19.976
NSP_saraBotello_taza_spanish_1054,saraBote,taza,Spanish,Spanish,t,stressed,13.11,1093.932,1808.975,3.293,12.441
NSP_saraBotello_taza_spanish_1260,saraBote,taza,Spanish,Spanish,t,stressed,16.39,675.369,1279.503,5.325,33.745
NSP_silviaBarrera_daba_spanish_1008,silviaBa,daba,Spanish,Spanish,d,stressed,-60.69,NA,NA,NA,NA
NSP_silviaBarrera_daba_spanish_1026,silviaBa,daba,Spanish,Spanish,d,stressed,-100.89,NA,NA,NA,NA
NSP_silviaBarrera_daba_spanish_1112,silviaBa,daba,Spanish,Spanish,d,stressed,-98.38,NA,NA,NA,NA
NSP_silviaBarrera_daga_spanish_1018,silviaBa,daga,Spanish,Spanish,d,stressed,-88.64,NA,NA,NA,NA
NSP_silviaBarrera_daga_spanish_1048,silviaBa,daga,Spanish,Spanish,d,stressed,-84.37,NA,NA,NA,NA
NSP_silviaBarrera_daga_spanish_1086,silviaBa,daga,Spanish,Spanish,d,stressed,-59.32,NA,NA,NA,NA
NSP_silviaBarrera_daltonico_spanish_1042,silviaBa,daltonico,Spanish,Spanish,d,unstressed,-47.62,NA,NA,NA,NA
NSP_silviaBarrera_daltonico_spanish_1052,silviaBa,daltonico,Spanish,Spanish,d,unstressed,-40.22,NA,NA,NA,NA
NSP_silviaBarrera_daltonico_spanish_1236,silviaBa,daltonico,Spanish,Spanish,d,unstressed,-50.74,NA,NA,NA,NA
NSP_silviaBarrera_dama_spanish_1006,silviaBa,dama,Spanish,Spanish,d,stressed,-48.04,NA,NA,NA,NA
NSP_silviaBarrera_dama_spanish_1020,silviaBa,dama,Spanish,Spanish,d,stressed,-71.48,NA,NA,NA,NA
NSP_silviaBarrera_dama_spanish_1080,silviaBa,dama,Spanish,Spanish,d,stressed,-62.39,NA,NA,NA,NA
NSP_silviaBarrera_danar_spanish_1058,silviaBa,danar,Spanish,Spanish,d,unstressed,-59.72,NA,NA,NA,NA
NSP_silviaBarrera_danar_spanish_1128,silviaBa,danar,Spanish,Spanish,d,unstressed,-52.65,NA,NA,NA,NA
NSP_silviaBarrera_danar_spanish_1276,silviaBa,danar,Spanish,Spanish,d,unstressed,-56.05,NA,NA,NA,NA
NSP_silviaBarrera_danesa_spanish_1016,silviaBa,danesa,Spanish,Spanish,d,unstressed,-51.11,NA,NA,NA,NA
NSP_silviaBarrera_danesa_spanish_1186,silviaBa,danesa,Spanish,Spanish,d,unstressed,-51.86,NA,NA,NA,NA
NSP_silviaBarrera_danino_spanish_1166,silviaBa,danino,Spanish,Spanish,d,unstressed,-38.97,NA,NA,NA,NA
NSP_silviaBarrera_danino_spanish_1200,silviaBa,danino,Spanish,Spanish,d,unstressed,-36.02,NA,NA,NA,NA
NSP_silviaBarrera_danino_spanish_1214,silviaBa,danino,Spanish,Spanish,d,unstressed,-25.78,NA,NA,NA,NA
NSP_silviaBarrera_dano_spanish_1038,silviaBa,dano,Spanish,Spanish,d,stressed,-63.77,NA,NA,NA,NA
NSP_silviaBarrera_dano_spanish_1072,silviaBa,dano,Spanish,Spanish,d,stressed,-63.02,NA,NA,NA,NA
NSP_silviaBarrera_dano_spanish_1208,silviaBa,dano,Spanish,Spanish,d,stressed,-58.59,NA,NA,NA,NA
NSP_silviaBarrera_danza_spanish_1012,silviaBa,danza,Spanish,Spanish,d,stressed,-64.47,NA,NA,NA,NA
NSP_silviaBarrera_danza_spanish_1068,silviaBa,danza,Spanish,Spanish,d,stressed,-56.07,NA,NA,NA,NA
NSP_silviaBarrera_danza_spanish_1184,silviaBa,danza,Spanish,Spanish,d,stressed,-58.59,NA,NA,NA,NA
NSP_silviaBarrera_danzar_spanish_1060,silviaBa,danzar,Spanish,Spanish,d,unstressed,-26.93,NA,NA,NA,NA
NSP_silviaBarrera_danzar_spanish_1144,silviaBa,danzar,Spanish,Spanish,d,unstressed,-38.73,NA,NA,NA,NA
NSP_silviaBarrera_danzar_spanish_1180,silviaBa,danzar,Spanish,Spanish,d,unstressed,-55.08,NA,NA,NA,NA
NSP_silviaBarrera_tabaco_spanish_1090,silviaBa,tabaco,Spanish,Spanish,t,unstressed,20.17,1307.049,1765.841,3.665,19.499
NSP_silviaBarrera_tabaco_spanish_1122,silviaBa,tabaco,Spanish,Spanish,t,unstressed,16.98,1074.343,1302.179,3.631,18.921
NSP_silviaBarrera_tabaco_spanish_1232,silviaBa,tabaco,Spanish,Spanish,t,unstressed,24.12,1579.959,1436.679,2.487,10.572
NSP_silviaBarrera_taberna_spanish_1126,silviaBa,taberna,Spanish,Spanish,t,unstressed,16.47,1078.329,1497.588,3.793,19.508
NSP_silviaBarrera_taberna_spanish_1138,silviaBa,taberna,Spanish,Spanish,t,unstressed,11.89,1049.274,1551.337,3.110,13.323
NSP_silviaBarrera_taberna_spanish_1164,silviaBa,taberna,Spanish,Spanish,t,unstressed,15.23,1775.016,2151.023,2.210,5.776
NSP_silviaBarrera_tabla_spanish_1010,silviaBa,tabla,Spanish,Spanish,t,stressed,17.25,1204.421,2173.689,4.242,22.341
NSP_silviaBarrera_tabla_spanish_1242,silviaBa,tabla,Spanish,Spanish,t,stressed,12.40,1308.464,1684.117,2.482,8.490
NSP_silviaBarrera_tabla_spanish_1274,silviaBa,tabla,Spanish,Spanish,t,stressed,8.42,1106.958,1093.030,3.371,22.528
NSP_silviaBarrera_tactil_spanish_1100,silviaBa,tactil,Spanish,Spanish,t,stressed,13.59,241.644,501.234,8.859,125.412
NSP_silviaBarrera_tactil_spanish_1104,silviaBa,tactil,Spanish,Spanish,t,stressed,16.53,1745.106,1675.913,2.343,9.108
NSP_silviaBarrera_tactil_spanish_1224,silviaBa,tactil,Spanish,Spanish,t,stressed,14.03,1290.741,1329.942,2.121,8.749
NSP_silviaBarrera_tamano_spanish_1024,silviaBa,tamano,Spanish,Spanish,t,unstressed,14.53,1317.985,1458.206,3.082,15.802
NSP_silviaBarrera_tamano_spanish_1120,silviaBa,tamano,Spanish,Spanish,t,unstressed,14.74,810.463,1172.568,4.207,24.587
NSP_silviaBarrera_tamano_spanish_1130,silviaBa,tamano,Spanish,Spanish,t,unstressed,17.50,1626.342,1503.772,2.213,8.213
NSP_silviaBarrera_tambien_spanish_1028,silviaBa,tambien,Spanish,Spanish,t,unstressed,13.47,1816.918,2291.782,2.049,4.398
NSP_silviaBarrera_tambien_spanish_1096,silviaBa,tambien,Spanish,Spanish,t,unstressed,31.05,1426.129,1503.691,3.251,16.133
NSP_silviaBarrera_tambien_spanish_1266,silviaBa,tambien,Spanish,Spanish,t,unstressed,12.53,1405.981,1491.670,1.622,5.601
NSP_silviaBarrera_tampoco_spanish_1094,silviaBa,tampoco,Spanish,Spanish,t,unstressed,18.72,997.327,1740.181,3.907,19.060
NSP_silviaBarrera_tampoco_spanish_1172,silviaBa,tampoco,Spanish,Spanish,t,unstressed,21.30,703.337,988.248,5.204,48.132
NSP_silviaBarrera_tampoco_spanish_1246,silviaBa,tampoco,Spanish,Spanish,t,unstressed,12.80,1073.567,1235.230,2.857,14.326
NSP_silviaBarrera_tanque_spanish_1044,silviaBa,tanque,Spanish,Spanish,t,stressed,12.25,1226.387,1633.198,2.747,11.266
NSP_silviaBarrera_tanque_spanish_1050,silviaBa,tanque,Spanish,Spanish,t,stressed,9.27,788.767,1061.073,2.983,15.421
NSP_silviaBarrera_tanque_spanish_1202,silviaBa,tanque,Spanish,Spanish,t,stressed,9.05,875.691,1143.854,3.290,16.377
NSP_silviaBarrera_tanto_spanish_1082,silviaBa,tanto,Spanish,Spanish,t,stressed,14.84,996.661,1694.618,3.344,13.614
NSP_silviaBarrera_tanto_spanish_1132,silviaBa,tanto,Spanish,Spanish,t,stressed,14.76,1719.392,1495.219,2.075,8.294
NSP_silviaBarrera_tanto_spanish_1282,silviaBa,tanto,Spanish,Spanish,t,stressed,14.34,1246.903,1430.448,2.873,11.920
NSP_silviaBarrera_taza_spanish_1054,silviaBa,taza,Spanish,Spanish,t,stressed,18.94,1708.334,1768.618,1.988,6.572
NSP_silviaBarrera_taza_spanish_1270,silviaBa,taza,Spanish,Spanish,t,stressed,15.42,2314.868,2012.510,1.742,4.670
NSP_soniaKleber_daba_spanish_1032,soniaKle,daba,Spanish,Spanish,d,stressed,-66.20,NA,NA,NA,NA
NSP_soniaKleber_daba_spanish_1074,soniaKle,daba,Spanish,Spanish,d,stressed,-79.44,NA,NA,NA,NA
NSP_soniaKleber_daba_spanish_1216,soniaKle,daba,Spanish,Spanish,d,stressed,-69.95,NA,NA,NA,NA
NSP_soniaKleber_daga_spanish_1072,soniaKle,daga,Spanish,Spanish,d,stressed,-45.01,NA,NA,NA,NA
NSP_soniaKleber_daga_spanish_1186,soniaKle,daga,Spanish,Spanish,d,stressed,-61.80,NA,NA,NA,NA
NSP_soniaKleber_daltonico_spanish_1068,soniaKle,daltonico,Spanish,Spanish,d,unstressed,-27.05,NA,NA,NA,NA
NSP_soniaKleber_daltonico_spanish_1228,soniaKle,daltonico,Spanish,Spanish,d,unstressed,-39.68,NA,NA,NA,NA
NSP_soniaKleber_daltonico_spanish_1256,soniaKle,daltonico,Spanish,Spanish,d,unstressed,64.12,NA,NA,NA,NA
NSP_soniaKleber_dama_spanish_1084,soniaKle,dama,Spanish,Spanish,d,stressed,-55.78,NA,NA,NA,NA
NSP_soniaKleber_dama_spanish_1210,soniaKle,dama,Spanish,Spanish,d,stressed,-52.50,NA,NA,NA,NA
NSP_soniaKleber_danar_spanish_1014,soniaKle,danar,Spanish,Spanish,d,unstressed,-33.34,NA,NA,NA,NA
NSP_soniaKleber_danar_spanish_1240,soniaKle,danar,Spanish,Spanish,d,unstressed,-9.44,NA,NA,NA,NA
NSP_soniaKleber_danar_spanish_1300,soniaKle,danar,Spanish,Spanish,d,unstressed,-19.27,NA,NA,NA,NA
NSP_soniaKleber_danesa_spanish_1088,soniaKle,danesa,Spanish,Spanish,d,unstressed,-37.65,NA,NA,NA,NA
NSP_soniaKleber_danesa_spanish_1108,soniaKle,danesa,Spanish,Spanish,d,unstressed,-23.56,NA,NA,NA,NA
NSP_soniaKleber_danesa_spanish_1160,soniaKle,danesa,Spanish,Spanish,d,unstressed,-30.33,NA,NA,NA,NA
NSP_soniaKleber_danino_spanish_1058,soniaKle,danino,Spanish,Spanish,d,unstressed,-35.04,NA,NA,NA,NA
NSP_soniaKleber_danino_spanish_1146,soniaKle,danino,Spanish,Spanish,d,unstressed,-35.77,NA,NA,NA,NA
